ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,CONSEJO ESTATAL PARA LAS CULTURAS Y LAS ARTES DE CHIAPAS,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,17.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,DISTRIPAL,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,16.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ERA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LAROUSSE,43.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES URANO,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA Y DISTRIBUIDORA AZTECA,4.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORES MEXICANOS UNIDOS,3.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL EL MANUAL MODERNO,4.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL FONTAMARA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HIPERLIBRO,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL LUMEN,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL OCEANO,10.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL VERDEHALAGO,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACION Y CULTURA ASESORIA Y PROMOCION,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,FACTORIA EDICIONES,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,FINEO,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,12.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO BESTWAY,3.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL AUROCH,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL MIGUEL ANGEL PORRUA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL PATRIA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL TOMO,38.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,14.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,"GUTIERREZ RAMIREZ, ALFREDO",1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,IBALPE.COM,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,LIBROS MAGENTA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,LIBROS PARA IMAGINAR,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,MEXPAPEL COMERCIAL,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,NOSTRA EDICIONES,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,"ORENDAIN CALDERA, JORGE ANTONIO",1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,PEARSON,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,"PEART CUEVAS, ALEJANDRA",2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,PETRA EDICIONES,4.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,PLAN C EDITORES,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,SANTILLANA EDICIONES GENERALES,42.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,SECRETARIA DE CULTURA DEL ESTADO DE MORELOS,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,SELECTOR,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,SIGLO XXI EDITORES,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,TUSQUETS EDITORES MEXICO,9.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,8.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE ZACATECAS,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD VERACRUZANA,1.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,VERGARA & RIBA EDITORAS,2.0
2010,MÉXICO,800 - LITERATURA Y RETÓRICA: GENERAL,"ZERECERO CONTRERAS, JORGE",1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"BOBADILLA ACEVEDO, JOSE LUIS",2.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CASA ALDO MANUZIO,3.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,COLOFON,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA Y DISTRIBUIDORA AZTECA,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORES MEXICANOS UNIDOS,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL ALMADIA,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL FONTAMARA,4.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL OCEANO,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL SEXTO PISO,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FONDO DE CULTURA ECONOMICA MEXICO,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO EDITORIAL TOMO,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,14.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,IURE EDITORES,10.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"RODRIGUEZ TELLEZ, SERGIO JOSE",2.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SANTILLANA EDICIONES GENERALES,27.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SELECTOR,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIGLO XXI EDITORES,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TUMBONA EDICIONES,1.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TUSQUETS EDITORES MEXICO,12.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,UNIVERSIDAD VERACRUZANA,7.0
2010,MÉXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"VILLAVICENCIO CASTILLO, ENRIQUE",1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"CHABAUD MAGNUS, JAIME EDUARDO",1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDICIONES EL TUCAN DE VIRGINIA,1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORIAL OCEANO,2.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO PLANETA,4.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,IURE EDITORES,1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LA CABRA EDICIONES,1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SANTILLANA EDICIONES GENERALES,4.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SECRETARIA DE CULTURA DEL ESTADO DE MEXICO,1.0
2010,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,TUSQUETS EDITORES MEXICO,8.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,ARLEQUIN EDITORIAL Y SERVICIOS,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL ALMADIA,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL ESPEJO DE VIENTO,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL FONTAMARA,2.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL OCEANO,2.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL VERDEHALAGO,7.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FACTORIA EDICIONES,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FONDO DE CULTURA ECONOMICA MEXICO,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,GOBIERNO DEL ESTADO DE PUEBLA,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,INTERNATIONAL BECAN,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,IURE EDITORES,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,LA CABRA EDICIONES,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,"REBORA GOMEZ, ROBERTO EDUARDO",1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,SANTILLANA EDICIONES GENERALES,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,SERVICIOS EDITORIALES ONCE RIOS,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,TUSQUETS EDITORES MEXICO,8.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDAD AUTONOMA DE SINALOA,1.0
2010,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,ZAMORA Y PIERCE MARTHA ELENA,1.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",AZAFRAN Y CINABRIO,1.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",GRUPO PLANETA,4.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",IURE EDITORES,3.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",LA CABRA EDICIONES,1.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",SANTILLANA EDICIONES GENERALES,1.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",SECRETARIA DE CULTURA DEL ESTADO DE MEXICO,1.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",TUSQUETS EDITORES MEXICO,3.0
2010,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARMENTA MALPICA LUIS,3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AZAFRAN Y CINABRIO,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS,3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CL EDITORIAL PRAXIS,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES ERA,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORES MEXICANOS UNIDOS,5.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ALMADIA,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ME CAYO EL VEINTE,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,15.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL VERDEHALAGO,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACION Y CULTURA ASESORIA Y PROMOCION,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"GREGORIO REGINO,JUAN",1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL PATRIA,5.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL TOMO,8.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO ODIN DUPEYRON,3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO LITERARIO DE VERACRUZ,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO VERACRUZANO DE LA CULTURA,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JUAN PABLOS EDITOR,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LA CABRA EDICIONES,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS MAGENTA,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LITERATURA Y ALTERNATIVAS EN SERVICIOS EDITORIALES,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MELGOZA RODRIGUEZ LUIS,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MEXPAPEL COMERCIAL,6.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"NEXOS-SOCIEDAD, CIENCIA Y LITERATURA",3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOSTRA EDICIONES,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"PANTOJA DE LUNA, JOCELYN ALEJANDRA",1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTILLANA EDICIONES GENERALES,3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECRETARIA DE CULTURA DEL ESTADO DE MORELOS,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SELECTOR,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"SOBERANIS ACOSTA, ELOISA",1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRILCE EDICIONES,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TUNASTRAL,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TUSQUETS EDITORES MEXICO,3.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE SINALOA,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA METROPOLITANA,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"VERA VERA, JOSE RAMON",1.0
2010,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VERGARA & RIBA EDITORAS,2.0
2010,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORIAL SEXTO PISO,1.0
2010,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,TEXTOFILIA,1.0
2010,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,TUSQUETS EDITORES MEXICO,2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,ARLEQUIN EDITORIAL Y SERVICIOS,1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,"BOBADILLA ACEVEDO, JOSE LUIS",2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,BONOBOS EDITORES,1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,COLOFON,2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL ALMADIA,1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL VERDEHALAGO,5.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,FONDO DE CULTURA ECONOMICA MEXICO,7.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,IURE EDITORES,1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,LA CABRA EDICIONES,1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,"ORENDAIN CALDERA, JORGE ANTONIO",1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,SANTILLANA EDICIONES GENERALES,2.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS",1.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,TUSQUETS EDITORES MEXICO,4.0
2010,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD VERACRUZANA,4.0
2010,NICARAGUA,800 - LITERATURA Y RETÓRICA: GENERAL,ANAMA EDICIONES CENTROAMERICANAS,1.0
2010,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,"MARTINEZ, HANYA",1.0
2010,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,PIGGY PRESS,7.0
2010,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,"GLORIA DEL CARMEN, VEAS ZAPATA",1.0
2010,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
2010,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,"NESTOR SALVADOR, AMARILLA ACOSTA",1.0
2010,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,SERVILIBRO S.R.L.,1.0
2010,PARAGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO SANTILLANA,1.0
2010,PARAGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARBEN EDITORA Y GRAFICA S.A,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,BORRADOR EDITORES S.A.C.,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CENTRO DE ESTUDIOS REGIONALES ANDINOS BARTOLOME DE LAS CASAS,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CRECER S.A.C.,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA LEALTAD S.A.C.,3.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL COMERCIAL,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL SERVILIBROS,9.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,FERRANDINI E.I.R.L.,14.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL NORMA,12.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,4.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,3.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,7.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,MAGREB PRODUCCIONES S.A.C.,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,MARTINEZ COMPANON EDITORES S.R.L.,1.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,6.0
2010,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD ALAS PERUANAS,1.0
2010,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ASOCIACION EDITORIAL BRUNO,2.0
2010,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO EDITORIAL NORMA,1.0
2010,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
2010,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,ARCANGEL SAN MIGUEL S.A.C.,1.0
2010,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,1.0
2010,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDAD RICARDO PALMA,1.0
2010,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORIAL SERVILIBROS,1.0
2010,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",GRUPO EDITORIAL NORMA,1.0
2010,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL SAN MARCOS,5.0
2010,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL SERVILIBROS,1.0
2010,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL NORMA,1.0
2010,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SANTILLANA,1.0
2010,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,2.0
2010,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,ARCANGEL SAN MIGUEL S.A.C.,1.0
2010,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,4.0
2010,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SANTILLANA,2.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,ALFAGUARA,1.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"DAMIRON, ANYA",2.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES DEL CIELONARANJA,3.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA NACIONAL,1.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA TALLER C X A,1.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,RINOSA,1.0
2010,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"SOLANO RODRIGUEZ, MIGUEL EMILIO",1.0
2010,REPÚBLICA DOMINICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"SIMO, ERIC",3.0
2010,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,CASA EDITORIAL HUM - ESTUARIO,1.0
2010,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
2010,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,LATINBOOKS INTERNATIONAL,2.0
2010,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,OBRA GRANDE S. A,1.0
2010,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES DE LA BANDA ORIENTAL,1.0
2010,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LATINBOOKS INTERNATIONAL,4.0
2010,URUGUAY,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO PLANETA,1.0
2010,URUGUAY,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES DE LA BANDA ORIENTAL,1.0
2010,URUGUAY,840 - LITERATURA DE LAS LENGUAS ROMANCES,EL AUTOR,1.0
2010,URUGUAY,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,2.0
2010,URUGUAY,840 - LITERATURA DE LAS LENGUAS ROMANCES,TRILCE EDICIONES,1.0
