REGION_BRASIL_LATAM,ANO,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SALAMANDRA EDITORIAL LTDA,3.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SARAIVA SA LIVREIROS EDITORES,27.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SAULO RIBEIRO AMORIM 07041380777,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SISTEMA DE ENSINO ABRIL EDUCACAO S/A.,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL - EDICOES LOYOLA,9.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SUMMIT LIGHTHOUSE DO BRASIL,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,TEXTO EDITORES LTDA,4.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE ESTADUAL DE LONDRINA,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),6.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,2.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,VALER LIVRARIA EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,VERGARA & RIBA EDITORAS S.A.,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,WANDER VIEIRA RODRIGUES,1.0
BRASIL,2011,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ZAGODONI EDITORA LTDA.,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ACAO SOCIAL CLARETIANA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ARTE ENSAIO EDITORA LTDA,4.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ASSOCIACAO INTERNACIONAL DE ESCRITORES E ARTISTAS,6.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ASSOCIACAO SINODAL DE EDITORACAO,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,"BANTIM, CANATO E GUAZZELLI EDITORA LTDA",1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,BLU EDITORA LTDA-ME,9.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,BRINQUE-BOOK EDITORA DE LIVROS LTDA,8.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,BRITO & BRITO EDICOES LTDA,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,CANAPE EDITORIAL E PRODUCAO MUSICAL LTDA. ME,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,CATA-SONHO EDITORA LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,CHAO DA FEIRA LTDA - ME,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,CLAUDIO ROBERTO MARTINI-ME,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,COMBOIO DO CORDA EDITORA LTDA,4.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,COMPANHIA MELHORAMENTOS DE SAO PAULO,4.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,COSAC & NAIFY EDICOES LTDA,5.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,CULTURAL CURSOS E TREINAMENTO LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,DIOGO H C VIEIRA-ME,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDICOES ROSARI LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA BEST SELLER,7.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA DIMENSAO LTDA,4.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA FOLEGO LTDA-ME,5.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA FTD,13.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA FUNDAMENTO EDUCACIONAL LTDA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA MAGIA DE LER LTDA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA MODERNA,24.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA NEMO LTDA-ME,9.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA NOVA FRONTEIRA S/A,28.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA PATUA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA POSITIVO LTDA,6.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA REVAN LTDA,8.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA ROCCO,10.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA TECMEDD LTDA,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA VALENTINA LTDA.,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,EDITORA VOZES,8.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,"EDUCADORA COMERCIO, SERVICOS E EDITORA LTDA.",1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,ETB - EDITORA TECNICA DO BRASIL LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,FEDERACAO ESPIRITA BRASILEIRA,10.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,GAUDI EDITORIAL LTDA,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,GERACAO EDITORIAL,8.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,GRAFICA E EDITORA ADONIS LTDA,7.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,GRUPO OXIGENIO LTDA-ME,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,GRUPO PIPOQUINHA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,HUNTER BOOKS EDITORA E DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,IBC INSTITUTO BRASILEIRO DE CULTURA LTDA,9.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,IMAGO EDITORA IMPORTACAO E EXPORTACAO LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS,8.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,J J CAROL GRAFICA E EDITORA LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,JARDIM DOS LIVROS EDITORIAL LTDA,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,KALANDRAKA BRASIL EDITORA LTDA.,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,KBR DIGITAL EDITORA,9.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,LIVRO IDEAL DISTRIBUIDORA DE LIVROS LTDA,6.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,MADRAS EDITORA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,MALHEIROS EDITORES LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,MARCIA REGINA AUGUSTO FIGUEIREDO 12370013826,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,PINAKOTHEKE ARTES LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,PINTO E ZINCONE EDITORA LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,PRI PRIMAVERA EDITORIAL LTDA,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,PROTON EDITORA E TECNOLOGIA LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,PUBLISHER BRASIL EDITORA E PUBLICIDADE LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,RACHEL GONTIJO DE ARAUJO - ME,2.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,RICARDO MASSON BARROSO JUNIOR,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,3.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SARAIVA SA LIVREIROS EDITORES,38.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SECRETARIA MUNICIPAL DE EDUCACAO,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL - EDICOES LOYOLA,6.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,SOCIEDADE LITERARIA EDICOES E EMPREENDIMENTOS LTDA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,TEXTO EDITORES LTDA,22.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,VIDA MELHOR EDITORA,1.0
BRASIL,2012,SIN IDENTIFICAR,SIN IDENTIFICAR,SIN DATO,VIVEIROS DE CASTRO EDITORA LTDA,7.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,CIRANDA CULTURAL,98.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,COMPANHIA RIO-GRANDENSE DE ARTES GRAFICAS,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,EDITORA ARQUEIRO LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,EDITORA SCHWARCZ,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,EMDOC SERVICOS ESPECIALIZADOS LTDA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,INSTITUTO PRESBITERIANO MACKENZIE,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,TOOL BOX CONSULTORIA E ASSESSORIA EM MARKETING LTDA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,VERGARA & RIBA EDITORAS S.A.,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ACADEMIA BRASILEIRA DE LETRAS,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ALDRAVA LETRAS E ARTES,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ALL BOOKS LIVRARIA E EDITORA-EPP,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ARQUEIRO LTDA,16.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFICA E EDITORA ALVORADA LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,PEARSON,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,SARAIVA SA LIVREIROS EDITORES,26.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,COSAC & NAIFY EDICOES LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,DEVIR LIVRARIA LTDA,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ARQUEIRO LTDA,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA BEST SELLER,7.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA INTRINSECA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA MODERNA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ROCCO,7.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA SCHWARCZ,5.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,INSTITUTO PRESBITERIANO MACKENZIE,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,L&PM EDITORES,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,NOVO SECULO EDITORA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,SARAIVA SA LIVREIROS EDITORES,5.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,TEXTO EDITORES LTDA,6.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSO DOS LIVROS EDITORA,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,VERUS EDITORA LTDA - ME,12.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALAUDE EDITORIAL LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ANDRE FELIPE GOMES FERNANDES - 39309065893,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,COMPANHIA MELHORAMENTOS DE SAO PAULO,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA BEST SELLER,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA CLARO ENIGMA LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA LANDMARK LTDA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA MARTIN CLARET LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA OBJETIVA LTDA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ORIGINAL LTDA-EPP,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA PENSAMENTO-CULTRIX,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA PRUMO LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ROCCO,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA SCHWARCZ,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA TAVOLA INFANTO JUVENIL LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WMF MARTINS FONTES,5.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,L&PM EDITORES,5.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SARAIVA SA LIVREIROS EDITORES,7.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,VIRTUALBOOKS EDITORA E LIVRARIA,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,VIVEIROS DE CASTRO EDITORA LTDA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,"BANTIM, CANATO E GUAZZELLI EDITORA LTDA",1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA SCHWARCZ,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,INSTITUTO DA CULTURA E DA BARBARIE,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,INVERSO - COMUNICACAO E MARKETING LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,L&PM EDITORES,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,SARAIVA SA LIVREIROS EDITORES,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA PULO DO GATO LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA SCHWARCZ,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",PIA SOCIEDADE FILHAS DE SAO PAULO,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AA DESIGN PRODUCOES ARTISTICAS E CULTURAIS LTDA,3.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ABRIL EDUCACAO S. A.,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO INTERNACIONAL DE ESCRITORES E ARTISTAS,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO RELIGIOSA EDITORIAL MUNDO CRISTAO,19.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BLU EDITORA LTDA-ME,29.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,6.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS ALBERTO ANDRADE DE CASTRO,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COMPANHIA MELHORAMENTOS DE SAO PAULO,4.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COSAC & NAIFY EDICOES LTDA,4.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDIOURO PUBLICACOES DE LAZER E CULTURA LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ATICA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ATY LTDA.,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CUORE LTDA. - ME,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA FUNDACAO PEIROPOLIS LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GLOBO LIVROS LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MODERNA,7.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ORIGINAL LTDA-EPP,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ROCCO,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,6.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FLORESCER LIVRARIA EDITORA LTDA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCISCO DAS CHAGAS VIEIRA SERVICOS GRAFICOS ME,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GIOSTRI EDITORA,1.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GIVALDO ZEFERINO DA SILVA,2.0
BRASIL,2013,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INDUSTRIA COMERCIO PRESTACIONAL GRAFICA LTDA,1.0
