PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TANIA REGINA FERNANDES GONCALVES PINTO,1.0
BRASIL,2024,PORTUGUÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,100/CABECAS,1.0
BRASIL,2024,PORTUGUÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CARAMBAIA,1.0
BRASIL,2024,PORTUGUÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INSTITUTO BRAUDEL,1.0
BRASIL,2024,PORTUGUÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SETIMO SELO,1.0
BRASIL,2024,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA WISH,2.0
BRASIL,2024,PORTUGUÉS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",DIAPHORA,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,7 LETRAS,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREZA DE MELO LIMA,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CEDIC DO BRASIL,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITACUJA EDITORA LTDA,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA CONTOS E ENCANTOS,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NAVE,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMBO EDITORA,2.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JONATHAN PEREIRA DA SILVA,1.0
BRASIL,2024,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VILLA OLIVIA,1.0
BRASIL,2024,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,BESTIARIO,1.0
BRASIL,2024,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,CEDIC DO BRASIL,1.0
BRASIL,2024,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,FOSFORO,1.0
BRASIL,2024,RUMANO,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA CABANA VERMELHA,1.0
BRASIL,2024,RUSO,800 - LITERATURA Y RETÓRICA: GENERAL,ARS ET VITA,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CARLOS ALBERTO SANTOS MOTA,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CEDIC DO BRASIL,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CLUBE DE AUTORES,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA PEABIRU,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,FRANSCISCO DA COSTA SILVA,1.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LEONARDO BASTOS,2.0
BRASIL,2024,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,SUZANAH CANTO,1.0
BRASIL,2024,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CJA EDICOES,1.0
BRASIL,2024,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WISH,1.0
BRASIL,2024,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",MACONDO,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREIA MARTINS DE ALMEIDA,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANUSA APARECIDA ARAUJO DA SILVA,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DAVI BUSQUET,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA FILHOS DO VENTO,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FERNANDA ARMANDO MOTTA,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FERNANDO MARQUES DA SILVA,2.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA DESPERTANDO TALENTOS,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOSE NUNES MONTES NETO,3.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEONARDO PERUSIN SILVA,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,POLIGRAFIA EDITORA,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RUI FELIPE KALB,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANDRO JOSE RODRIGUES,1.0
BRASIL,2024,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXT LAB,1.0
BRASIL,2024,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,FELIPE AUGUSTO GUELFI,1.0
BRASIL,2024,TURCO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA DA UFSC,1.0
CHILE,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,1.0
CHILE,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,2.0
CHILE,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL NORMA,1.0
CHILE,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ESCAPARATE SPA,1.0
CHILE,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
CHILE,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,4.0
CHILE,2012,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,1.0
CHILE,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,3.0
CHILE,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RECREA LIBROS,2.0
CHILE,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL LA COPA ROTA S.A.,1.0
CHILE,2013,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES DE LA ESCUELA DE ARQUITECTURA Y DISENO DE LA PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1.0
CHILE,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL NORMA,1.0
CHILE,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOM EDICIONES,1.0
CHILE,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,1.0
CHILE,2015,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIO BARAHONA SALDIAS - EDICIONES UNA TEMPORADA EN ISLA NEGRA,1.0
CHILE,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUREA CATENA EDITORES LTDA.,1.0
CHILE,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
CHILE,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,3.0
CHILE,2016,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,3.0
CHILE,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFITO SPA,1.0
CHILE,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LIBERALIA EDICIONES LIMITADA,3.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CUARTO PROPIO,1.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES MIMESIS SPA,1.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS DEL FUEGO SPA,2.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGO EDITORES,1.0
CHILE,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UN PERRO NEGRO SPA - EDICIONES ASKASIS,1.0
CHILE,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARBOL BRICOLAGE S.A.,1.0
CHILE,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES TACITAS,1.0
CHILE,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS TADEYS,1.0
CHILE,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEHUEN EDITORES S.A.,1.0
CHILE,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES UNIVERSIDAD DE VALPARAISO,1.0
CHILE,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,1.0
CHILE,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFITO SPA,1.0
CHILE,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,OCHO LIBROS EDITORES SPA,1.0
CHILE,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CUARTO PROPIO,1.0
CHILE,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,1.0
CHILE,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,2.0
CHILE,2020,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KOMOREBI EDICIONES LIMITADA,1.0
CHILE,2020,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,JUNTA NACIONAL DE JARDINES INFANTILES,1.0
CHILE,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CALIGRAFIX SPA,1.0
CHILE,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES MIMESIS SPA,1.0
CHILE,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL CLAUDIA ANDREA APABLAZA VALENZUELA E.I.R.L. - LOS LIBROS DE LA MUJER ROTA,1.0
CHILE,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INVERSIONES LAFONTAINE LTDA. - ULLABOOKS,2.0
CHILE,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
CHILE,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CALIGRAFIX SPA,1.0
CHILE,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LIBROS DEL CARDO EIRL,2.0
CHILE,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ESCRITO CON TIZA,1.0
CHILE,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGO EDITORES,1.0
CHILE,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,1.0
CHILE,2022,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KOMOREBI EDICIONES LIMITADA,1.0
CHILE,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL AMANUTA LIMITADA,1.0
CHILE,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ESCRITO CON TIZA,1.0
CHILE,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
CHILE,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES LIBROS DEL CARDO EIRL,2.0
CHILE,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ROLANDO ANDRES MARTINEZ TRABUCCO E.I.R.L. - EDITORIAL APARTE,1.0
CHILE,2023,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,POPULUS SPA,1.0
CHILE,2023,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES MIMESIS SPA,1.0
CHILE,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LA SERENA,1.0
CHILE,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,2.0
CHILE,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LAUREL EDITORES S.A.,1.0
COLOMBIA,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,2.0
COLOMBIA,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,2.0
COLOMBIA,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD EAFIT,1.0
COLOMBIA,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACTIVA,2.0
COLOMBIA,2010,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,3.0
COLOMBIA,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCAR EDITORES S.A.,1.0
COLOMBIA,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,1.0
COLOMBIA,2011,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACTIVA,1.0
COLOMBIA,2011,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"RAMOS DE ECHANDIA, MARTHA ESPERANZA",1.0
COLOMBIA,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,11.0
COLOMBIA,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
COLOMBIA,2012,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,REY NARANJO EDITORES S.A.S,1.0
COLOMBIA,2012,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2012,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD ANTONIO NARINO,1.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,1.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CANGREJO EDITORES LTDA.,1.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,1.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2013,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL PEREGRINO EDICIONES SAS,1.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,7.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,2.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,8.0
COLOMBIA,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2013,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,"RAMOS DE ECHANDIA, MARTHA ESPERANZA",2.0
COLOMBIA,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,2.0
COLOMBIA,2013,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL PEREGRINO EDICIONES SAS,1.0
COLOMBIA,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,27.0
COLOMBIA,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TALLER DE EDICION-ROCCA S.A.,1.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,8.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,1.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE ANTIOQUIA,1.0
COLOMBIA,2014,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1.0
COLOMBIA,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,2.0
COLOMBIA,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,6.0
COLOMBIA,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,3.0
COLOMBIA,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LOS ANDES,3.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,1.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES BABEL S.A.S.,1.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,6.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"RAMOS DE ECHANDIA, MARTHA ESPERANZA",1.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,2.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TORRE GRAFICA LIMITADA,1.0
COLOMBIA,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2015,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
COLOMBIA,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,8.0
COLOMBIA,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,4.0
COLOMBIA,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SUSAETA EDICIONES S.A.,2.0
COLOMBIA,2016,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LOS ANDES,3.0
COLOMBIA,2016,ESPAÑOL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,TALLER DE EDICION-ROCCA S.A.,2.0
COLOMBIA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,6.0
COLOMBIA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,2.0
COLOMBIA,2016,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,2.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,2.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA JAULA PUBLICACIONES S.A.S,1.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,5.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,3.0
COLOMBIA,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD INDUSTRIAL DE SANTANDER,1.0
COLOMBIA,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
COLOMBIA,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,4.0
